"UID";"address";"agent_name";"home_div_type";"bed";"bath";"play ground";"swimming";"acre_lot";"City";"State";"Zip";"house_size";"listing _date";"listing price";"sold _date";"sold_price";"status";"population";"Brokerage Firm";"commission_in_percentage";"days_required_to_sell";"commission_in_amount"
"1Ky9JMjHii";"4184 Elm St";"Linda Taylor";"Commercial";3;3;"Y";"N";1.182;"Cincinnati";"Ohio";45208;2646;"2020-01-07";360361;"2020-01-11";224435;"Cancel";18837;"Right Value LLC";5.0;4;0
"1kYAw5qCpt";"6951 Cedar Rd";"James Anderson";"Rental";3;1;"N";"N";5.399;"Dayton";"Ohio";45228;1898;"2020-11-04";92125;"2020-01-17";464218;"Pending";23091;"High Value LLC";8.0;292;0
"1L2nuhQDSX";"205 Pine Ln";"John Thomas";"Rental";4;0;"Y";"N";9.673;"Akron";"Ohio";45219;368;"2020-04-13";183366;"2020-12-11";14010;"Sold";18841;"True Value LLC";8.0;242;1121
"1L7RNJGPRF";"5885 Maple Ave";"Jennifer Wilson";"Land";5;3;"N";"N";8.356;"Dayton";"Ohio";45220;2687;"2020-01-22";240322;"2020-12-07";332613;"Expire";23090;"Real Point LLC";4.0;320;0
"1LEjeJgpvy";"7358 Maple Ave";"Michael Johnson";"";4;4;"Y";"N";0.482;"Dayton";"Ohio";45234;1174;"2020-04-07";159072;"2020-04-07";232673;"Cancel";18848;"True Value LLC";5.0;0;0
"1LVpUk40hG";"2980 Lakeview Dr";"Linda Anderson";"";0;1;"N";"Y";3.817;"Cincinnati";"Ohio";45221;1362;"2020-06-09";42860;"2020-03-13";312970;"Cancel";14132;"M&M Brokerage";5.0;88;0
"1O7PXj6x7l";"1458 Maple Ave";"Linda Lee";"Rental";0;0;"N";"Y";8.459;"Toledo";"Ohio";45215;2519;"2020-03-15";248973;"2020-04-26";223830;"Cancel";16148;"Real Point LLC";8.0;42;0
"1OAjJuIXAE";"1861 Sunset Blvd";"Patricia Johnson";"Commercial";5;0;"N";"N";9.67;"Toledo";"Ohio";45206;265;"2020-07-26";410423;"2020-08-09";371108;"Pending";20548;"High Value LLC";5.0;14;0
"1Oe8STPnM5";"4238 Lakeview Dr";"William Johnson";"Land";0;2;"Y";"Y";8.522;"Cincinnati";"Ohio";45229;2330;"2020-05-11";287458;"2020-03-28";130456;"Pending";18845;"True Value LLC";4.0;44;0
"1ortxBLae4";"3286 Oak St";"Linda Lee";"Commercial";4;2;"Y";"N";9.963;"Toledo";"Ohio";45223;252;"2020-04-07";385848;"2020-11-16";55998;"Cancel";14132;"Real Point LLC";5.0;223;0
"1oZrTBasfI";"4975 Elm St";"John Thomas";"Commercial";3;0;"N";"N";1.598;"Dayton";"Ohio";45222;982;"2021-01-13";139855;"2020-04-15";221593;"Expire";17393;"True Value LLC";5.0;273;0
"1pdjYSyTLh";"7381 Pine Ln";"Elizabeth Smith";"Residential";0;1;"N";"Y";2.202;"Columbus";"Ohio";45218;2300;"2020-10-20";77192;"2020-01-02";202212;"Expire";12561;"True Value LLC";3.2;292;0
"1pFf1OqelY";"865 Elm St";"James Johnson";"Rental";0;1;"Y";"Y";3.954;"Cincinnati";"Ohio";45211;2294;"2020-10-21";17074;"2020-05-16";246144;"Cancel";21234;"Right Value LLC";8.0;158;0
"1Pixiji7bj";"6511 Cedar Rd";"Jennifer Smith";"";0;3;"Y";"Y";1.291;"Cincinnati";"Ohio";45209;1813;"2020-04-07";105047;"2020-04-11";252235;"Expire";16146;"M&M Brokerage";5.0;4;0
"1qZBzKh7H7";"884 Lakeview Dr";"Patricia Johnson";"Residential";2;4;"N";"N";7.082;"Cincinnati";"Ohio";45215;2172;"2021-01-07";484452;"2020-07-18";101199;"Pending";16148;"High Value LLC";3.2;173;0
"1rdx7AKa4K";"9344 Cedar Rd";"Patricia Brown";"Rental";4;1;"Y";"Y";0.763;"Toledo";"Ohio";45209;1618;"2020-06-02";49014;"2020-12-15";234432;"Sold";16146;"Right Value LLC";8.0;196;18755
"1re5yxiYlH";"1978 Oak St";"Patricia Johnson";"Residential";5;2;"Y";"Y";9.361;"Columbus";"Ohio";45214;666;"2020-11-22";266520;"2020-12-11";332107;"Expire";18839;"High Value LLC";3.2;19;0
"1sAZcXjl1g";"9888 Main St";"Michael Lee";"Residential";1;1;"N";"Y";2.127;"Toledo";"Ohio";45224;650;"2020-05-25";89796;"2020-10-02";418225;"Pending";20556;"High Value LLC";3.2;130;0
"1SZdVcIG9d";"9208 Main St";"Patricia Wilson";"Commercial";5;3;"Y";"Y";7.898;"Akron";"Ohio";45233;222;"2020-10-21";95061;"2020-12-04";174675;"Cancel";18847;"Right Value LLC";5.0;44;0
"1Tj4TFMVjx";"2938 Main St";"Linda Lee";"";3;2;"Y";"Y";1.605;"Columbus";"Ohio";45217;2953;"2020-08-11";464237;"2020-06-13";341787;"Cancel";18840;"Real Point LLC";5.0;59;0
"1Tz4FNpvWr";"3633 Sunset Blvd";"Robert Taylor";"";3;3;"Y";"Y";3.686;"Columbus";"Ohio";45225;2027;"2020-11-28";74294;"2020-01-22";113716;"Cancel";18844;"Willy Nilly Brokerage";5.0;311;0
"1u4sCq27KF";"1209 Pine Ln";"Patricia Smith";"Rental";5;3;"Y";"N";8.031;"Columbus";"Ohio";45222;194;"2020-03-18";280439;"2020-04-30";20444;"Sold";17393;"M&M Brokerage";8.0;43;1636
"1UIivRe152";"7105 Pine Ln";"Patricia Miller";"Rental";0;1;"Y";"N";1.395;"Toledo";"Ohio";45228;2831;"2020-03-20";232969;"2020-08-28";122932;"Cancel";23091;"Right Value LLC";8.0;161;0
"1UnILogdLD";"6490 Main St";"Jennifer Brown";"Land";4;1;"Y";"N";3.171;"Toledo";"Ohio";45218;641;"2020-06-20";356434;"2020-12-15";472657;"Sold";12561;"M&M Brokerage";4.0;178;18906
"1XCa2Ye83b";"1367 Elm St";"Linda Miller";"Land";0;1;"Y";"N";0.499;"Toledo";"Ohio";45230;1541;"2020-10-23";115560;"2020-05-10";372509;"Sold";16154;"True Value LLC";4.0;166;14900
"1xH4fhX1L7";"6859 Maple Ave";"Mary Taylor";"Rental";3;1;"Y";"N";3.269;"Toledo";"Ohio";45230;2868;"2020-10-18";267964;"2020-06-17";126064;"Pending";16154;"Richa & Sons";8.0;123;0
"1XwokNxxCa";"1793 Main St";"Robert Brown";"Rental";5;1;"N";"N";5.518;"Akron";"Ohio";45217;1295;"2020-05-16";83227;"2020-03-04";294620;"Cancel";18840;"High Value LLC";8.0;73;0
"1y0x6P3QHh";"5032 Pine Ln";"John Miller";"Rental";4;3;"Y";"N";2.305;"Columbus";"Ohio";45201;2663;"2020-03-05";154255;"2020-08-11";327426;"Cancel";23092;"Real Point LLC";8.0;159;0
"1ypHI0ATFh";"9787 Cedar Rd";"Patricia Smith";"Land";0;2;"Y";"N";7.535;"Dayton";"Ohio";45213;1733;"2020-03-14";498197;"2020-05-23";233690;"Expire";18839;"M&M Brokerage";4.0;70;0
"1YPj4S8ihn";"1131 Elm St";"Jennifer Brown";"";5;2;"N";"N";5.442;"Dayton";"Ohio";45206;2897;"2020-12-21";18159;"2020-09-28";374119;"Cancel";20548;"M&M Brokerage";5.0;84;0
"1zbLcyhtL3";"390 Maple Ave";"Michael Anderson";"Commercial";1;4;"N";"N";1.523;"Akron";"Ohio";45219;2543;"2020-11-05";318066;"2020-11-20";329719;"Expire";18841;"True Value LLC";5.0;15;0
"20SLicEBha";"2271 Cedar Rd";"Michael Taylor";"Land";2;1;"N";"N";9.056;"Columbus";"Ohio";45223;1136;"2021-01-08";191911;"2020-07-29";496977;"Pending";14132;"Willy Nilly Brokerage";4.0;163;0
"20SLicEBha";"2271 Cedar Rd";"Michael Taylor";"Land";2;1;"N";"N";9.056;"Columbus";"Ohio";45223;1136;"2021-01-08";191911;"2020-07-29";496977;"Pending";14132;"Real Point LLC";4.0;163;0
"21AQ3hPFBx";"8850 Pine Ln";"John Lee";"Rental";1;2;"Y";"Y";1.472;"Toledo";"Ohio";45211;1395;"2020-08-11";363923;"2021-01-30";89000;"Pending";21234;"Real Point LLC";8.0;172;0
"21bq0lzNrB";"8283 Sunset Blvd";"Patricia Taylor";"Land";1;0;"N";"Y";7.581;"Cincinnati";"Ohio";45203;1899;"2020-05-09";118210;"2020-03-10";331744;"Pending";18835;"True Value LLC";4.0;60;0
"21Ce52YVcU";"4887 Elm St";"William Johnson";"Residential";2;2;"Y";"N";9.231;"Toledo";"Ohio";45227;1001;"2020-07-30";248876;"2020-11-16";487202;"Pending";26382;"True Value LLC";3.2;109;0
"21Qb0vn6p0";"6431 Sunset Blvd";"Robert Brown";"";0;0;"Y";"Y";2.014;"Columbus";"Ohio";45224;2553;"2020-05-01";437905;"2020-11-01";327731;"Expire";20556;"High Value LLC";5.0;184;0
"21ydUuAF1Q";"2254 Sunset Blvd";"William Smith";"Rental";4;2;"Y";"Y";0.004;"Columbus";"Ohio";45219;379;"2020-09-29";158761;"2020-05-16";379873;"Expire";18841;"M&M Brokerage";8.0;136;0
"22w6JqQCuy";"4388 Sunset Blvd";"Linda Brown";"";3;1;"Y";"N";3.497;"Toledo";"Ohio";45234;2968;"2020-12-16";418546;"2020-07-23";23877;"Expire";18848;"Richa & Sons";5.0;146;0
"23ab4kqLb9";"1539 Cedar Rd";"Jennifer Davis";"Commercial";5;4;"N";"N";6.354;"Dayton";"Ohio";45209;2016;"2020-01-17";203752;"2020-04-29";495383;"Cancel";16146;"Right Value LLC";5.0;103;0
"23jRkve5xW";"2253 Elm St";"Jennifer Davis";"Commercial";0;2;"N";"N";8.509;"Toledo";"Ohio";45224;2764;"2021-01-07";113027;"2021-01-05";485365;"Expire";20556;"Right Value LLC";5.0;2;0
"23NE39dAzi";"4326 Sunset Blvd";"Mary Miller";"";1;1;"Y";"Y";4.457;"Columbus";"Ohio";45229;803;"2020-02-28";275928;"2020-08-20";147632;"Cancel";18845;"True Value LLC";5.0;174;0
"23qAxJcT0C";"9602 Main St";"Michael Wilson";"";4;4;"Y";"Y";1.107;"Dayton";"Ohio";45229;746;"2020-08-09";276031;"2020-06-09";295755;"Sold";18845;"Right Value LLC";5.0;61;14788
"2536S5e8xa";"157 Lakeview Dr";"Robert Davis";"Land";0;0;"N";"Y";0.399;"Cincinnati";"Ohio";45207;1922;"2020-12-20";50960;"2020-01-12";225367;"Sold";16145;"High Value LLC";4.0;343;9015
"25rwqeSd6K";"1854 Lakeview Dr";"Michael Lee";"Rental";1;4;"Y";"N";5.007;"Dayton";"Ohio";45222;2669;"2020-10-22";92525;"2020-08-14";344359;"Pending";17393;"High Value LLC";8.0;69;0
"25ZDoVwtDU";"6279 Pine Ln";"Michael Smith";"Commercial";3;0;"N";"N";1.21;"Columbus";"Ohio";45219;1613;"2020-05-03";48063;"2020-08-15";416748;"Pending";18841;"High Value LLC";5.0;104;0
"26CCBOkDMe";"5741 Cedar Rd";"Jennifer Miller";"Rental";2;4;"Y";"N";8.385;"Dayton";"Ohio";45205;1547;"2020-06-07";47843;"2020-03-07";488867;"Cancel";15068;"M&M Brokerage";8.0;92;0
"27gKF7SzYD";"4890 Oak St";"James Lee";"";1;1;"Y";"Y";8.846;"Columbus";"Ohio";45214;1825;"2020-08-31";164405;"2020-04-10";454259;"Expire";18839;"High Value LLC";5.0;143;0
"27jvEXtHyq";"5745 Elm St";"Mary Miller";"Commercial";0;3;"N";"Y";4.768;"Cincinnati";"Ohio";45204;1780;"2020-02-22";91900;"2020-06-05";498138;"Pending";18835;"True Value LLC";5.0;104;0
"27jyp5dwLk";"7172 Main St";"William Lee";"Commercial";3;2;"N";"Y";2.055;"Toledo";"Ohio";45201;2196;"2020-03-22";131216;"2020-10-24";277121;"Pending";23092;"Willam Reality";5.0;216;0
"28HyJiJgXA";"8799 Maple Ave";"Jennifer Miller";"Land";1;1;"N";"N";3.234;"Toledo";"Ohio";45234;386;"2020-06-09";243285;"2021-01-21";268431;"Sold";18848;"M&M Brokerage";4.0;226;10737
"290onXPIjS";"867 Oak St";"Michael Wilson";"Rental";2;4;"Y";"N";5.509;"Cincinnati";"Ohio";45224;154;"2021-01-21";50421;"2020-06-28";214116;"Sold";20556;"Right Value LLC";8.0;207;17129
"29QODcF1hG";"5418 Elm St";"Elizabeth Smith";"Land";3;0;"N";"Y";9.454;"Cincinnati";"Ohio";45213;2160;"2020-08-25";474544;"2021-01-05";130491;"Expire";18839;"True Value LLC";4.0;133;0
"29THSXkWrd";"7654 Maple Ave";"Jennifer Davis";"Commercial";3;2;"Y";"N";9.046;"Akron";"Ohio";45222;277;"2020-08-15";287465;"2020-03-26";86670;"Pending";17393;"Right Value LLC";5.0;142;0
"29zDw9cPpU";"7559 Lakeview Dr";"Patricia Brown";"Rental";5;1;"N";"N";6.47;"Columbus";"Ohio";45214;529;"2020-10-16";320827;"2020-01-30";120602;"Sold";18839;"Right Value LLC";8.0;260;9648
"2A3Eho7Vas";"3515 Oak St";"Elizabeth Wilson";"";2;3;"N";"N";4.252;"Cincinnati";"Ohio";45214;2590;"2020-03-21";101501;"2020-08-30";432833;"Sold";18839;"Right Value LLC";5.0;162;21642
"2Anu6RQp7s";"9855 Maple Ave";"Robert Johnson";"Land";4;0;"Y";"N";7.878;"Dayton";"Ohio";45209;2235;"2020-11-27";133854;"2020-10-19";242711;"Sold";16146;"Right Value LLC";4.0;39;9708
"2ap3ZPVVHy";"5590 Main St";"Jennifer Thomas";"Land";4;2;"N";"Y";8.561;"Akron";"Ohio";45204;489;"2020-04-01";26908;"2020-08-25";436331;"Expire";18835;"High Value LLC";4.0;146;0
"2aTOKdmkMS";"2076 Lakeview Dr";"Michael Davis";"Rental";5;1;"Y";"N";2.84;"Columbus";"Ohio";45202;1836;"2020-04-10";400197;"2020-03-02";326723;"Pending";18834;"High Value LLC";8.0;39;0
"2aUCYmAEFB";"9219 Oak St";"Linda Lee";"";4;1;"N";"N";0.187;"Cincinnati";"Ohio";45218;2713;"2020-02-24";188298;"2020-05-14";377824;"Sold";12561;"Real Point LLC";5.0;80;18891
"2bHfX2KzxH";"600 Maple Ave";"Mary Miller";"Rental";3;4;"Y";"Y";0.845;"Toledo";"Ohio";45208;1355;"2020-06-24";438797;"2020-11-23";439120;"Expire";18837;"True Value LLC";8.0;152;0
"2BSLVopNOQ";"2254 Elm St";"Robert Smith";"Rental";3;4;"Y";"Y";7.272;"Toledo";"Ohio";45208;1216;"2020-10-25";33995;"2020-09-11";95861;"Expire";18837;"High Value LLC";8.0;44;0
"2CixrRfWP9";"1904 Maple Ave";"James Johnson";"Land";5;0;"Y";"Y";5.3;"Toledo";"Ohio";45223;2358;"2020-11-27";480961;"2021-01-13";381692;"Pending";14132;"Right Value LLC";4.0;47;0
"2cj26cPhgK";"4186 Main St";"Jennifer Brown";"";4;2;"Y";"Y";1.807;"Columbus";"Ohio";45205;2831;"2020-07-16";222267;"2020-02-01";347171;"Cancel";15068;"M&M Brokerage";5.0;166;0
"2cR2LmWg6X";"2070 Sunset Blvd";"Elizabeth Johnson";"Commercial";2;0;"Y";"Y";9.313;"Cincinnati";"Ohio";45204;2743;"2021-01-10";390959;"2021-01-07";428394;"Cancel";18835;"True Value LLC";5.0;3;0
"2dayoBxOEM";"8664 Maple Ave";"John Thomas";"Residential";1;3;"Y";"Y";1.368;"Toledo";"Ohio";45212;105;"2021-01-30";233899;"2020-10-01";123640;"Pending";18838;"True Value LLC";3.2;121;0
"2DgFldYifG";"1493 Maple Ave";"John Taylor";"Land";2;3;"N";"Y";4.562;"Toledo";"Ohio";45205;1154;"2020-09-18";110500;"2020-01-30";85352;"Expire";15068;"True Value LLC";4.0;232;0
"2DgvcWrEIC";"8457 Lakeview Dr";"Elizabeth Miller";"";1;3;"Y";"N";0.638;"Dayton";"Ohio";45222;1663;"2020-05-04";172599;"2020-03-14";277411;"Expire";17393;"True Value LLC";5.0;51;0
"2DMyazSTZg";"1377 Sunset Blvd";"Jennifer Lee";"";1;2;"Y";"N";0.709;"Columbus";"Ohio";45221;242;"2021-01-22";96312;"2020-02-06";362004;"Expire";14132;"M&M Brokerage";5.0;351;0
"2dX7at3f2r";"5312 Maple Ave";"Mary Thomas";"Rental";5;4;"N";"Y";5.391;"Toledo";"Ohio";45234;565;"2021-01-10";449976;"2020-09-03";72351;"Cancel";18848;"M&M Brokerage";8.0;129;0
"2elxYea6KS";"7877 Cedar Rd";"John Davis";"Residential";0;1;"Y";"N";6.411;"Columbus";"Ohio";45205;631;"2020-11-05";445781;"2020-03-26";189299;"Pending";15068;"Right Value LLC";3.2;224;0
"2EZI9ONKS3";"8892 Maple Ave";"Patricia Miller";"Residential";5;0;"N";"Y";1.737;"Toledo";"Ohio";45226;1669;"2020-07-27";234254;"2020-09-25";275303;"Expire";18844;"Right Value LLC";3.2;60;0
"2FORlfEryG";"3299 Cedar Rd";"Elizabeth Lee";"Residential";3;1;"Y";"N";4.434;"Columbus";"Ohio";45209;415;"2020-09-29";55705;"2020-01-23";23324;"Sold";16146;"Right Value LLC";3.2;250;746
"2fPhEdm583";"6272 Sunset Blvd";"Mary Lee";"Land";3;1;"Y";"N";5.603;"Dayton";"Ohio";45211;603;"2020-03-04";161114;"2020-12-03";30078;"Sold";21234;"Right Value LLC";4.0;274;1203
"2fUy80XHBF";"6259 Main St";"Mary Johnson";"Rental";4;0;"N";"Y";0.105;"Columbus";"Ohio";45212;1116;"2020-07-25";445413;"2020-12-31";489095;"Expire";18838;"Richa & Sons";8.0;159;0
"2GiEeqjNdS";"309 Sunset Blvd";"Mary Anderson";"Commercial";4;0;"Y";"N";8.525;"Dayton";"Ohio";45223;1174;"2020-12-22";192909;"2020-03-02";104595;"Sold";14132;"M&M Brokerage";5.0;295;5230
"2GV1643eEw";"5489 Main St";"Michael Brown";"Residential";2;4;"N";"Y";1.853;"Akron";"Ohio";45208;1081;"2021-01-01";473042;"2020-03-30";129955;"Expire";18837;"High Value LLC";3.2;277;0
"2hkOCkxtEb";"4811 Maple Ave";"Elizabeth Smith";"Residential";2;2;"N";"N";8.938;"Akron";"Ohio";45209;1619;"2020-02-21";116667;"2019-12-31";267270;"Pending";16146;"True Value LLC";3.2;52;0
"2hMww2KsMo";"2868 Lakeview Dr";"William Brown";"Rental";2;0;"Y";"Y";4.908;"Toledo";"Ohio";45208;2953;"2020-04-25";462480;"2020-07-26";495628;"Sold";18837;"Richa & Sons";8.0;92;39650
"2HOSWqC11q";"3746 Cedar Rd";"John Brown";"Rental";2;2;"Y";"N";6.571;"Akron";"Ohio";45225;977;"2020-05-19";463212;"2020-03-17";207099;"Cancel";18844;"Right Value LLC";8.0;63;0
"2HU4u7nl85";"8116 Elm St";"James Miller";"Land";5;2;"N";"Y";0.237;"Akron";"Ohio";45209;1903;"2020-08-15";459176;"2020-07-07";322882;"Cancel";16146;"Right Value LLC";4.0;39;0
"2I9gSvl6Pm";"143 Maple Ave";"James Johnson";"Rental";4;2;"N";"Y";1.866;"Toledo";"Ohio";45219;2091;"2020-03-10";407284;"2020-02-12";400614;"Cancel";18841;"Right Value LLC";8.0;27;0
"2iA96FeKIb";"656 Elm St";"Mary Lee";"Land";0;4;"N";"N";7.777;"Akron";"Ohio";45218;2490;"2021-01-26";180993;"2020-05-30";391845;"Sold";12561;"Right Value LLC";4.0;241;15674
"2ilKCN4FH2";"6227 Main St";"Patricia Thomas";"";4;4;"N";"N";0.721;"Columbus";"Ohio";45230;2431;"2020-01-14";471525;"2020-04-28";42029;"Cancel";16154;"Right Value LLC";5.0;105;0
"2Iv6GDsBs6";"5527 Oak St";"Mary Smith";"Commercial";0;2;"Y";"Y";9.714;"Akron";"Ohio";45207;2915;"2020-04-28";276103;"2020-06-13";286933;"Sold";16145;"M&M Brokerage";5.0;46;14347
"2IXodYk4r6";"7533 Main St";"John Brown";"";2;4;"N";"Y";6.001;"Cincinnati";"Ohio";45216;629;"2020-11-14";221133;"2020-06-08";148383;"Cancel";18840;"Right Value LLC";5.0;159;0
"2j4XAHEgf8";"1654 Oak St";"John Wilson";"Rental";1;1;"Y";"N";7.21;"Akron";"Ohio";45210;320;"2021-01-19";276488;"2020-06-07";55547;"Cancel";18838;"High Value LLC";8.0;226;0
"2J4yJ6cs7k";"9191 Cedar Rd";"Mary Anderson";"Land";2;3;"Y";"Y";7.159;"Akron";"Ohio";45227;1779;"2020-02-07";214752;"2020-10-03";454775;"Pending";26382;"M&M Brokerage";4.0;239;0
"2JCDXOhn24";"6111 Cedar Rd";"James Wilson";"Residential";3;1;"Y";"Y";6.41;"Cincinnati";"Ohio";45222;732;"2020-12-17";178380;"2020-11-10";146695;"Cancel";17393;"M&M Brokerage";3.2;37;0
"2JDKb6mpTI";"8797 Oak St";"James Wilson";"Land";4;1;"Y";"N";7.887;"Toledo";"Ohio";45229;2601;"2020-06-17";495951;"2020-03-18";347327;"Cancel";18845;"M&M Brokerage";4.0;91;0
"2jgBQUH6xg";"2811 Cedar Rd";"Michael Davis";"";0;4;"Y";"N";0.92;"Akron";"Ohio";45210;2398;"2020-06-17";463128;"2020-11-25";392028;"Pending";18838;"High Value LLC";5.0;161;0
"2JlYabLHKP";"7930 Cedar Rd";"Robert Brown";"Commercial";5;2;"N";"N";2.509;"Columbus";"Ohio";45216;1236;"2020-04-12";342639;"2020-12-19";140123;"Sold";18840;"High Value LLC";5.0;251;7006
"2JpT8SfOmr";"9238 Main St";"Jennifer Miller";"Rental";1;3;"N";"N";9.904;"Toledo";"Ohio";45211;2321;"2020-01-12";333072;"2020-08-03";276588;"Expire";21234;"M&M Brokerage";8.0;204;0
"2JwAUT2JHN";"9658 Sunset Blvd";"Linda Anderson";"Residential";5;1;"Y";"N";1.046;"Columbus";"Ohio";45231;716;"2020-10-01";275383;"2020-06-06";127564;"Expire";18846;"M&M Brokerage";3.2;117;0
"2K958pTDfi";"2829 Elm St";"William Johnson";"Residential";4;3;"N";"Y";9.491;"Cincinnati";"Ohio";45231;513;"2020-08-11";88257;"2020-11-09";208042;"Cancel";18846;"True Value LLC";3.2;90;0
"2KAPYatAvE";"6309 Sunset Blvd";"Mary Miller";"Land";5;4;"N";"Y";8.268;"Columbus";"Ohio";45204;2665;"2020-05-25";279082;"2020-11-14";368784;"Expire";18835;"True Value LLC";4.0;173;0
"2kaw3IwHy0";"4537 Oak St";"Patricia Anderson";"";1;1;"Y";"Y";0.112;"Dayton";"Ohio";45219;259;"2020-03-09";197703;"2021-01-27";426037;"Sold";18841;"True Value LLC";5.0;324;21302
"2Kve3EKDws";"7816 Cedar Rd";"Jennifer Thomas";"Residential";5;1;"Y";"Y";2.859;"Toledo";"Ohio";45224;293;"2020-06-21";157324;"2020-11-14";109179;"Expire";20556;"High Value LLC";3.2;146;0
"2LEXAzv3z2";"7171 Lakeview Dr";"Jennifer Brown";"Residential";3;2;"N";"Y";1.457;"Toledo";"Ohio";45217;2815;"2020-12-29";229048;"2020-09-12";185106;"Sold";18840;"M&M Brokerage";3.2;108;5923
"2mCAFlnONh";"7258 Sunset Blvd";"Jennifer Anderson";"Rental";2;2;"Y";"N";4.853;"Columbus";"Ohio";45212;2872;"2020-11-10";322175;"2020-02-29";146352;"Expire";18838;"M&M Brokerage";8.0;255;0
"2MFJoNUore";"4689 Elm St";"Michael Wilson";"Rental";2;1;"N";"Y";2.892;"Toledo";"Ohio";45217;1790;"2020-12-14";375463;"2020-11-25";24210;"Cancel";18840;"Right Value LLC";8.0;19;0
"2MfLrJbmpZ";"5007 Main St";"James Smith";"Commercial";2;1;"N";"N";2.795;"Cincinnati";"Ohio";45207;1981;"2021-01-14";374010;"2020-05-02";39558;"Pending";16145;"High Value LLC";5.0;257;0
"2mNUHcMNjJ";"2166 Cedar Rd";"James Thomas";"Residential";4;3;"Y";"Y";9.276;"Akron";"Ohio";45219;2666;"2020-07-14";211401;"2020-12-17";255541;"Expire";18841;"M&M Brokerage";3.2;156;0
"2mRCGbtJrJ";"8479 Oak St";"James Thomas";"Residential";2;4;"N";"N";1.511;"Cincinnati";"Ohio";45207;2559;"2020-10-31";380638;"2020-10-22";316954;"Sold";16145;"M&M Brokerage";3.2;9;10143
"2Mt7QAwl1l";"1936 Lakeview Dr";"Patricia Anderson";"Residential";3;2;"N";"Y";5.182;"Toledo";"Ohio";45216;2565;"2020-02-24";249823;"2020-10-09";33927;"Pending";18840;"True Value LLC";3.2;228;0
"2n2cAaGiAj";"8627 Oak St";"Linda Wilson";"Commercial";1;0;"N";"Y";4.473;"Cincinnati";"Ohio";45212;1175;"2020-11-25";152332;"2020-10-22";80258;"Sold";18838;"True Value LLC";5.0;34;4013
"2nFyjOq1yT";"9052 Sunset Blvd";"James Taylor";"";2;2;"N";"N";0.983;"Toledo";"Ohio";45204;1316;"2020-11-15";10819;"2020-03-06";307699;"Sold";18835;"Right Value LLC";5.0;254;15385
"2nT8G0skPL";"8891 Elm St";"John Miller";"Commercial";1;3;"Y";"N";5.472;"Toledo";"Ohio";45214;444;"2020-12-03";277434;"2021-01-28";311599;"Cancel";18839;"Real Point LLC";5.0;56;0
"2o8B2aPpL2";"6183 Cedar Rd";"Michael Anderson";"";3;0;"N";"N";9.704;"Cincinnati";"Ohio";45213;407;"2020-05-20";456866;"2020-04-07";258288;"Sold";18839;"True Value LLC";5.0;43;12914
"2Odq1z8mye";"7070 Main St";"John Lee";"Residential";2;4;"Y";"N";2.744;"Akron";"Ohio";45216;836;"2020-08-15";194941;"2020-03-07";86980;"Cancel";18840;"Real Point LLC";3.2;161;0
"2pGSbCn8W9";"3285 Lakeview Dr";"Linda Miller";"Commercial";1;4;"N";"N";9.358;"Columbus";"Ohio";45203;267;"2020-04-02";310704;"2020-10-20";209758;"Pending";18835;"True Value LLC";5.0;201;0
"2PlTvhuUeI";"4925 Oak St";"Mary Brown";"Rental";2;4;"Y";"N";7.397;"Dayton";"Ohio";45222;2190;"2020-05-04";25464;"2020-02-25";394797;"Expire";17393;"Right Value LLC";8.0;69;0
"2pmTaeeZuE";"1368 Cedar Rd";"Mary Thomas";"Land";3;3;"N";"Y";2.315;"Cincinnati";"Ohio";45224;492;"2020-10-06";398200;"2020-04-12";324616;"Pending";20556;"M&M Brokerage";4.0;177;0
"2pWHmThxgY";"362 Cedar Rd";"Jennifer Taylor";"Rental";0;0;"N";"N";6.583;"Dayton";"Ohio";45229;1562;"2020-09-12";88666;"2020-07-30";18050;"Pending";18845;"Right Value LLC";8.0;44;0
"2pYGkCDqLb";"7930 Elm St";"Robert Lee";"";2;2;"Y";"Y";8.527;"Columbus";"Ohio";45227;2633;"2020-05-05";43831;"2020-04-24";469354;"Expire";26382;"M&M Brokerage";5.0;11;0
"2QDzRDMR68";"2235 Cedar Rd";"Patricia Wilson";"Residential";1;2;"Y";"N";9.622;"Toledo";"Ohio";45212;561;"2020-09-18";106567;"2020-10-03";39621;"Sold";18838;"Right Value LLC";3.2;15;1268
"2qygL6gV7s";"2885 Lakeview Dr";"Michael Davis";"";2;1;"Y";"Y";2.035;"Columbus";"Ohio";45229;1143;"2020-12-25";346643;"2020-10-20";133211;"Pending";18845;"High Value LLC";5.0;66;0
"2RfGED0l1h";"5049 Maple Ave";"James Johnson";"Land";5;1;"N";"N";8.474;"Cincinnati";"Ohio";45233;2604;"2020-10-24";481101;"2020-07-18";397546;"Cancel";18847;"Right Value LLC";4.0;98;0
"2rTce8pOQu";"221 Pine Ln";"Robert Brown";"";5;0;"N";"N";9.285;"Cincinnati";"Ohio";45213;685;"2020-11-17";384116;"2020-01-20";343648;"Pending";18839;"High Value LLC";5.0;302;0
"2rwbyBnC9v";"2144 Elm St";"Mary Johnson";"";1;2;"Y";"N";6.12;"Toledo";"Ohio";45209;2137;"2020-10-11";98708;"2020-11-26";118288;"Sold";16146;"Richa & Sons";5.0;46;5914
